131706,0,0,0,0,0,0,0,1,2,4
106492,0,0,0,0,0,0,1,2,1,2
163448,0,0,0,0,0,0,1,2,2,3
186183,0,0,0,0,0,0,0,1,1,5
237810,0,0,0,0,0,0,1,1,2,3
103542,0,0,0,0,0,0,0,0,2,6
172935,0,0,0,0,0,0,0,0,1,7
107414,0,0,0,0,0,0,0,1,2,4
119639,0,0,0,0,0,0,0,2,3,3
711864,0,0,0,0,0,0,0,0,1,7
132679,0,0,0,0,0,0,0,1,2,3
104984,0,0,0,0,0,0,1,2,2,3
101387,0,0,0,0,0,0,1,1,2,4
127524,0,0,0,0,0,0,0,1,2,3
105574,0,0,0,0,0,0,0,1,3,4
436947,0,0,0,0,0,0,0,1,2,4
126852,0,0,0,0,0,0,0,1,2,5
120874,0,0,0,0,0,0,0,1,2,4
212095,0,0,0,0,0,0,0,1,2,3
101749,0,0,0,0,0,0,0,1,3,3
161462,0,0,0,0,0,0,0,0,1,5
390166,0,0,0,0,0,0,0,0,2,5
159654,0,0,0,0,0,0,0,1,2,3
126344,0,0,0,0,0,0,0,1,2,3
816742,0,0,0,0,0,0,0,0,1,6
111784,0,0,0,0,0,0,1,1,1,3
102466,0,0,0,0,0,0,1,1,1,3
141030,0,0,0,0,0,0,1,1,1,3
127951,0,0,0,0,0,0,0,1,3,3
187417,0,0,0,0,0,0,1,2,1,2
191468,0,0,0,0,0,0,0,2,3,2
262716,0,0,0,0,0,0,0,1,2,4
226459,0,0,0,0,0,0,0,1,3,4
394965,0,0,0,0,0,0,0,1,2,3
114815,0,0,0,0,0,0,0,1,2,5
331109,0,0,0,0,0,0,0,1,2,4
124534,0,0,0,0,0,0,0,1,2,3
204879,0,0,0,0,0,0,0,1,2,3
120047,0,0,0,0,0,0,1,2,1,2
146364,0,0,0,0,0,0,1,1,1,3
145422,0,0,0,0,0,0,0,2,2,2
274026,0,0,0,0,0,0,0,1,2,4
169802,0,0,0,0,0,0,0,1,2,4
144087,0,0,0,0,0,0,0,1,2,5
394851,0,0,0,0,0,0,0,0,2,6
151266,0,0,0,0,0,0,0,1,2,4
201695,0,0,0,0,0,0,0,1,2,4
152651,0,0,0,0,0,0,0,1,2,4
194639,0,0,0,0,0,0,0,1,3,4
244514,0,0,0,0,0,0,0,1,1,5
104461,0,0,0,0,0,0,1,2,2,2
461345,0,0,0,0,0,0,0,1,2,3
101741,0,0,0,0,0,0,1,2,2,3
120362,0,0,0,0,0,0,1,2,2,3
169605,0,0,0,0,0,0,0,1,2,5
221611,0,0,0,0,0,0,0,1,2,4
158475,0,0,0,0,0,0,0,0,2,5
195627,0,0,0,0,0,0,0,1,1,4
529953,0,0,0,0,0,0,0,1,2,4
157613,0,0,0,0,0,0,0,0,1,6
111147,0,0,0,0,0,0,0,1,2,3
194171,0,0,0,0,0,0,1,2,1,3
256627,0,0,0,0,0,0,0,1,2,5
180828,0,0,0,0,0,0,1,1,1,2
135321,0,0,0,0,0,0,0,1,3,3
339481,0,0,0,0,0,0,2,3,1,1
199390,0,0,0,0,0,1,2,2,1,1
102174,0,0,0,1,1,1,1,0,0,0
384187,0,0,0,0,0,0,0,1,3,3
359121,0,0,0,0,0,0,1,3,2,1
253992,0,0,0,0,0,0,2,3,1,1
108051,0,0,0,0,1,2,2,1,0,0
194126,0,0,0,0,0,1,2,1,0,0
107764,0,0,0,0,0,2,3,1,0,0
133044,0,0,0,0,1,2,2,1,0,0
168575,0,0,0,0,1,2,1,0,0,0
140570,0,0,0,0,0,2,3,1,0,0
373482,0,0,0,0,0,0,1,1,2,3
257623,0,0,0,0,1,2,1,1,0,0
179699,0,0,0,0,0,2,3,1,0,0
175261,0,0,0,0,0,0,2,3,1,1
363292,0,0,0,0,0,1,2,2,1,1
212471,0,0,0,0,0,1,2,2,1,1
142222,0,0,0,0,0,0,2,3,1,1
111624,0,0,0,0,1,2,2,1,0,0
271570,0,0,0,0,0,0,2,3,1,1
195079,0,0,0,0,0,1,3,2,0,0
167076,0,0,0,0,0,0,0,1,2,4
128924,0,0,0,0,1,2,2,1,0,0
555494,0,0,0,0,0,0,1,2,1,2
196933,0,0,0,0,1,2,2,1,0,0
220408,0,0,0,0,0,0,2,3,1,1
105037,0,0,0,0,1,2,2,1,0,0
194324,0,0,0,1,2,2,1,0,0,0
244374,0,0,0,0,0,1,2,1,0,0
250686,0,0,0,0,0,0,2,3,1,1
162771,0,0,0,0,0,1,2,2,0,1
102068,0,0,0,0,0,1,2,2,1,0
525515,0,0,0,0,0,0,1,3,2,1
192152,0,0,0,0,0,1,3,2,0,0
489807,0,0,0,0,0,0,1,2,2,2
167772,0,0,0,0,0,0,2,3,1,1
102184,0,0,0,0,0,0,2,3,1,1
151731,0,0,0,1,2,2,1,0,0,0
174708,0,0,0,0,0,1,2,3,1,0
126731,0,0,0,0,0,1,2,2,0,1
116892,0,0,0,0,1,2,2,1,0,0
132083,0,0,0,0,0,1,2,2,1,1
147733,0,0,0,0,0,1,1,2,1,2
